2023-8-17 13:43:01-debug: asset-db:worker-init (1696ms)
2023-8-17 13:43:03-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.7.3\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
2023-8-17 14:17:48-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:17:48-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:17:59-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:17:59-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:17:59-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:18:54-debug: refresh db internal success
2023-8-17 14:18:55-debug: asset-db:worker-effect-data-processing (232ms)
2023-8-17 14:18:55-debug: refresh db assets success
2023-8-17 14:18:55-debug: asset-db:refresh-all-database (345ms)
2023-8-17 14:18:56-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:18:56-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:18:56-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:19:54-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:19:54-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:19:54-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:20:04-debug: refresh db internal success
2023-8-17 14:20:05-debug: asset-db:worker-effect-data-processing (232ms)
2023-8-17 14:20:05-debug: refresh db assets success
2023-8-17 14:20:05-debug: asset-db:refresh-all-database (352ms)
2023-8-17 14:20:29-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:20:29-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:20:29-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:21:01-debug: refresh db internal success
2023-8-17 14:21:01-debug: asset-db:worker-effect-data-processing (235ms)
2023-8-17 14:21:01-debug: refresh db assets success
2023-8-17 14:21:01-debug: asset-db:refresh-all-database (345ms)
2023-8-17 14:21:05-debug: refresh db internal success
2023-8-17 14:21:05-debug: asset-db:worker-effect-data-processing (159ms)
2023-8-17 14:21:05-debug: refresh db assets success
2023-8-17 14:21:05-debug: asset-db:refresh-all-database (281ms)
2023-8-17 14:21:41-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:21:41-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:21:41-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:23:35-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:23:35-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:23:35-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:24:00-debug: refresh db internal success
2023-8-17 14:24:00-debug: asset-db:worker-effect-data-processing (222ms)
2023-8-17 14:24:00-debug: refresh db assets success
2023-8-17 14:24:00-debug: asset-db:refresh-all-database (372ms)
2023-8-17 14:24:14-debug: refresh db internal success
2023-8-17 14:24:14-debug: asset-db:worker-effect-data-processing (160ms)
2023-8-17 14:24:14-debug: refresh db assets success
2023-8-17 14:24:14-debug: asset-db:refresh-all-database (271ms)
2023-8-17 14:25:06-debug: refresh db internal success
2023-8-17 14:25:06-debug: asset-db:worker-effect-data-processing (212ms)
2023-8-17 14:25:06-debug: refresh db assets success
2023-8-17 14:25:06-debug: asset-db:refresh-all-database (317ms)
2023-8-17 14:25:09-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:25:09-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:25:09-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:25:35-debug: refresh db internal success
2023-8-17 14:25:35-debug: asset-db:worker-effect-data-processing (239ms)
2023-8-17 14:25:35-debug: refresh db assets success
2023-8-17 14:25:35-debug: asset-db:refresh-all-database (347ms)
2023-8-17 14:25:54-debug: refresh db internal success
2023-8-17 14:25:54-debug: asset-db:worker-effect-data-processing (224ms)
2023-8-17 14:25:54-debug: refresh db assets success
2023-8-17 14:25:54-debug: asset-db:refresh-all-database (331ms)
2023-8-17 14:26:44-debug: refresh db internal success
2023-8-17 14:26:45-debug: asset-db:worker-effect-data-processing (218ms)
2023-8-17 14:26:45-debug: refresh db assets success
2023-8-17 14:26:45-debug: asset-db:refresh-all-database (327ms)
2023-8-17 14:26:53-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:26:53-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:26:53-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:27:11-debug: start refresh asset from F:\oldCode\PinkMCat\assets\src\View...
2023-8-17 14:27:11-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\Viewbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:27:11-debug: refresh asset F:\oldCode\PinkMCat\assets\src success
2023-8-17 14:27:11-debug: %cImport%c: F:\oldCode\PinkMCat\assets\srcbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:27:17-debug: start refresh asset from F:\oldCode\PinkMCat\assets\src\View\DetailsView.ts...
2023-8-17 14:27:17-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:27:17-debug: refresh asset F:\oldCode\PinkMCat\assets\src\View success
2023-8-17 14:27:17-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\Viewbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:27:21-debug: refresh db internal success
2023-8-17 14:27:21-debug: asset-db:worker-effect-data-processing (182ms)
2023-8-17 14:27:21-debug: refresh db assets success
2023-8-17 14:27:21-debug: asset-db:refresh-all-database (294ms)
2023-8-17 14:27:26-debug: refresh db internal success
2023-8-17 14:27:26-debug: asset-db:worker-effect-data-processing (224ms)
2023-8-17 14:27:26-debug: refresh db assets success
2023-8-17 14:27:26-debug: asset-db:refresh-all-database (351ms)
2023-8-17 14:28:00-debug: refresh db internal success
2023-8-17 14:28:00-debug: asset-db:worker-effect-data-processing (165ms)
2023-8-17 14:28:00-debug: refresh db assets success
2023-8-17 14:28:00-debug: asset-db:refresh-all-database (276ms)
2023-8-17 14:28:09-debug: refresh db internal success
2023-8-17 14:28:09-debug: asset-db:worker-effect-data-processing (224ms)
2023-8-17 14:28:09-debug: refresh db assets success
2023-8-17 14:28:09-debug: asset-db:refresh-all-database (374ms)
2023-8-17 14:29:41-debug: refresh db internal success
2023-8-17 14:29:41-debug: asset-db:worker-effect-data-processing (218ms)
2023-8-17 14:29:41-debug: refresh db assets success
2023-8-17 14:29:41-debug: asset-db:refresh-all-database (334ms)
2023-8-17 14:29:45-debug: refresh db internal success
2023-8-17 14:29:45-debug: asset-db:worker-effect-data-processing (155ms)
2023-8-17 14:29:45-debug: refresh db assets success
2023-8-17 14:29:45-debug: asset-db:refresh-all-database (261ms)
2023-8-17 14:30:51-debug: refresh db internal success
2023-8-17 14:30:52-debug: asset-db:worker-effect-data-processing (239ms)
2023-8-17 14:30:52-debug: refresh db assets success
2023-8-17 14:30:52-debug: asset-db:refresh-all-database (342ms)
2023-8-17 14:31:02-debug: refresh db internal success
2023-8-17 14:31:02-debug: asset-db:worker-effect-data-processing (161ms)
2023-8-17 14:31:02-debug: refresh db assets success
2023-8-17 14:31:02-debug: asset-db:refresh-all-database (266ms)
2023-8-17 14:31:12-debug: refresh db internal success
2023-8-17 14:31:13-debug: asset-db:worker-effect-data-processing (208ms)
2023-8-17 14:31:13-debug: refresh db assets success
2023-8-17 14:31:13-debug: asset-db:refresh-all-database (309ms)
2023-8-17 14:31:21-debug: refresh db internal success
2023-8-17 14:31:21-debug: asset-db:worker-effect-data-processing (158ms)
2023-8-17 14:31:21-debug: refresh db assets success
2023-8-17 14:31:21-debug: asset-db:refresh-all-database (266ms)
2023-8-17 14:31:36-debug: refresh db internal success
2023-8-17 14:31:37-debug: asset-db:worker-effect-data-processing (210ms)
2023-8-17 14:31:37-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:31:37-debug: refresh db assets success
2023-8-17 14:31:37-debug: asset-db:refresh-all-database (314ms)
2023-8-17 14:31:43-debug: refresh db internal success
2023-8-17 14:31:44-debug: asset-db:worker-effect-data-processing (158ms)
2023-8-17 14:31:44-debug: refresh db assets success
2023-8-17 14:31:44-debug: asset-db:refresh-all-database (269ms)
2023-8-17 14:34:34-debug: refresh db internal success
2023-8-17 14:34:34-debug: asset-db:worker-effect-data-processing (205ms)
2023-8-17 14:34:34-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:34:34-debug: refresh db assets success
2023-8-17 14:34:34-debug: asset-db:refresh-all-database (311ms)
2023-8-17 14:35:59-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:35:59-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:35:59-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:36:33-debug: refresh db internal success
2023-8-17 14:36:33-debug: asset-db:worker-effect-data-processing (168ms)
2023-8-17 14:36:33-debug: refresh db assets success
2023-8-17 14:36:33-debug: asset-db:refresh-all-database (277ms)
2023-8-17 14:36:43-debug: refresh db internal success
2023-8-17 14:36:43-debug: asset-db:worker-effect-data-processing (200ms)
2023-8-17 14:36:43-debug: refresh db assets success
2023-8-17 14:36:43-debug: asset-db:refresh-all-database (301ms)
2023-8-17 14:40:42-debug: refresh db internal success
2023-8-17 14:40:42-debug: asset-db:worker-effect-data-processing (162ms)
2023-8-17 14:40:42-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:40:42-debug: refresh db assets success
2023-8-17 14:40:42-debug: asset-db:refresh-all-database (268ms)
2023-8-17 14:42:20-debug: refresh db internal success
2023-8-17 14:42:20-debug: asset-db:worker-effect-data-processing (217ms)
2023-8-17 14:42:20-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:42:20-debug: refresh db assets success
2023-8-17 14:42:20-debug: asset-db:refresh-all-database (330ms)
2023-8-17 14:43:38-debug: refresh db internal success
2023-8-17 14:43:38-debug: asset-db:worker-effect-data-processing (214ms)
2023-8-17 14:43:38-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:43:38-debug: refresh db assets success
2023-8-17 14:43:38-debug: asset-db:refresh-all-database (332ms)
2023-8-17 14:43:49-debug: refresh db internal success
2023-8-17 14:43:49-debug: asset-db:worker-effect-data-processing (160ms)
2023-8-17 14:43:49-debug: refresh db assets success
2023-8-17 14:43:49-debug: asset-db:refresh-all-database (268ms)
2023-8-17 14:43:52-debug: refresh db internal success
2023-8-17 14:43:52-debug: asset-db:worker-effect-data-processing (192ms)
2023-8-17 14:43:52-debug: refresh db assets success
2023-8-17 14:43:52-debug: asset-db:refresh-all-database (303ms)
2023-8-17 14:44:00-debug: refresh db internal success
2023-8-17 14:44:00-debug: asset-db:worker-effect-data-processing (152ms)
2023-8-17 14:44:00-debug: refresh db assets success
2023-8-17 14:44:00-debug: asset-db:refresh-all-database (265ms)
2023-8-17 14:44:21-debug: refresh db internal success
2023-8-17 14:44:21-debug: asset-db:worker-effect-data-processing (213ms)
2023-8-17 14:44:21-debug: refresh db assets success
2023-8-17 14:44:21-debug: asset-db:refresh-all-database (315ms)
2023-8-17 14:44:35-debug: refresh db internal success
2023-8-17 14:44:35-debug: asset-db:worker-effect-data-processing (207ms)
2023-8-17 14:44:35-debug: refresh db assets success
2023-8-17 14:44:35-debug: asset-db:refresh-all-database (312ms)
2023-8-17 14:44:44-debug: refresh db internal success
2023-8-17 14:44:44-debug: asset-db:worker-effect-data-processing (163ms)
2023-8-17 14:44:44-debug: refresh db assets success
2023-8-17 14:44:44-debug: asset-db:refresh-all-database (287ms)
2023-8-17 14:44:46-debug: refresh db internal success
2023-8-17 14:44:46-debug: asset-db:worker-effect-data-processing (217ms)
2023-8-17 14:44:46-debug: refresh db assets success
2023-8-17 14:44:46-debug: asset-db:refresh-all-database (326ms)
2023-8-17 14:45:58-debug: refresh db internal success
2023-8-17 14:45:58-debug: asset-db:worker-effect-data-processing (181ms)
2023-8-17 14:45:58-debug: refresh db assets success
2023-8-17 14:45:58-debug: asset-db:refresh-all-database (300ms)
2023-8-17 14:46:28-debug: refresh db internal success
2023-8-17 14:46:28-debug: asset-db:worker-effect-data-processing (210ms)
2023-8-17 14:46:28-debug: refresh db assets success
2023-8-17 14:46:28-debug: asset-db:refresh-all-database (313ms)
2023-8-17 14:47:34-debug: refresh db internal success
2023-8-17 14:47:34-debug: asset-db:worker-effect-data-processing (212ms)
2023-8-17 14:47:34-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:47:34-debug: refresh db assets success
2023-8-17 14:47:34-debug: asset-db:refresh-all-database (317ms)
2023-8-17 14:48:38-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:48:38-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:48:38-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:48:44-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 14:48:44-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 14:48:44-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 14:54:48-debug: refresh db internal success
2023-8-17 14:54:48-debug: asset-db:worker-effect-data-processing (212ms)
2023-8-17 14:54:49-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\DetailsView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:54:49-debug: refresh db assets success
2023-8-17 14:54:49-debug: asset-db:refresh-all-database (338ms)
2023-8-17 14:55:55-debug: refresh db internal success
2023-8-17 14:55:55-debug: asset-db:worker-effect-data-processing (176ms)
2023-8-17 14:55:55-debug: refresh db assets success
2023-8-17 14:55:55-debug: asset-db:refresh-all-database (290ms)
2023-8-17 14:56:11-debug: refresh db internal success
2023-8-17 14:56:11-debug: asset-db:worker-effect-data-processing (206ms)
2023-8-17 14:56:11-debug: refresh db assets success
2023-8-17 14:56:11-debug: asset-db:refresh-all-database (314ms)
2023-8-17 14:57:31-debug: refresh db internal success
2023-8-17 14:57:31-debug: asset-db:worker-effect-data-processing (199ms)
2023-8-17 14:57:31-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\Tools\List.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 14:57:31-debug: refresh db assets success
2023-8-17 14:57:31-debug: asset-db:refresh-all-database (315ms)
2023-8-17 14:59:32-debug: refresh db internal success
2023-8-17 14:59:32-debug: asset-db:worker-effect-data-processing (209ms)
2023-8-17 14:59:32-debug: refresh db assets success
2023-8-17 14:59:32-debug: asset-db:refresh-all-database (308ms)
2023-8-17 15:00:42-debug: refresh db internal success
2023-8-17 15:00:42-debug: asset-db:worker-effect-data-processing (209ms)
2023-8-17 15:00:42-debug: refresh db assets success
2023-8-17 15:00:42-debug: asset-db:refresh-all-database (312ms)
2023-8-17 15:00:59-debug: refresh db internal success
2023-8-17 15:01:00-debug: asset-db:worker-effect-data-processing (229ms)
2023-8-17 15:01:00-debug: refresh db assets success
2023-8-17 15:01:00-debug: asset-db:refresh-all-database (338ms)
2023-8-17 15:01:47-debug: refresh db internal success
2023-8-17 15:01:47-debug: asset-db:worker-effect-data-processing (209ms)
2023-8-17 15:01:47-debug: refresh db assets success
2023-8-17 15:01:47-debug: asset-db:refresh-all-database (313ms)
2023-8-17 15:08:53-debug: refresh db internal success
2023-8-17 15:08:53-debug: asset-db:worker-effect-data-processing (209ms)
2023-8-17 15:08:53-debug: refresh db assets success
2023-8-17 15:08:53-debug: asset-db:refresh-all-database (310ms)
2023-8-17 15:09:06-debug: refresh db internal success
2023-8-17 15:09:06-debug: asset-db:worker-effect-data-processing (163ms)
2023-8-17 15:09:06-debug: refresh db assets success
2023-8-17 15:09:06-debug: asset-db:refresh-all-database (271ms)
2023-8-17 15:09:35-debug: refresh db internal success
2023-8-17 15:09:36-debug: asset-db:worker-effect-data-processing (202ms)
2023-8-17 15:09:36-debug: refresh db assets success
2023-8-17 15:09:36-debug: asset-db:refresh-all-database (306ms)
2023-8-17 15:10:01-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 15:10:01-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:10:01-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:31:07-debug: refresh db internal success
2023-8-17 15:31:07-debug: asset-db:worker-effect-data-processing (171ms)
2023-8-17 15:31:07-debug: refresh db assets success
2023-8-17 15:31:07-debug: asset-db:refresh-all-database (391ms)
2023-8-17 15:32:06-debug: refresh db internal success
2023-8-17 15:32:06-debug: asset-db:worker-effect-data-processing (213ms)
2023-8-17 15:32:06-debug: refresh db assets success
2023-8-17 15:32:06-debug: asset-db:refresh-all-database (315ms)
2023-8-17 15:32:14-debug: refresh db internal success
2023-8-17 15:32:14-debug: asset-db:worker-effect-data-processing (198ms)
2023-8-17 15:32:14-debug: refresh db assets success
2023-8-17 15:32:14-debug: asset-db:refresh-all-database (307ms)
2023-8-17 15:32:26-debug: refresh db internal success
2023-8-17 15:32:26-debug: asset-db:worker-effect-data-processing (166ms)
2023-8-17 15:32:26-debug: refresh db assets success
2023-8-17 15:32:26-debug: asset-db:refresh-all-database (270ms)
2023-8-17 15:33:35-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 15:33:35-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:33:35-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:34:11-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 15:34:11-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:34:12-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:34:26-debug: refresh db internal success
2023-8-17 15:34:26-debug: asset-db:worker-effect-data-processing (210ms)
2023-8-17 15:34:26-debug: refresh db assets success
2023-8-17 15:34:26-debug: asset-db:refresh-all-database (310ms)
2023-8-17 15:34:47-debug: start refresh asset from F:\oldCode\PinkMCat\assets\resource\prefab...
2023-8-17 15:34:47-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\prefabbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:34:47-debug: refresh asset F:\oldCode\PinkMCat\assets\resource success
2023-8-17 15:34:47-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resourcebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:34:50-debug: start refresh asset from F:\oldCode\PinkMCat\assets\resource\prefab\foodNode.prefab...
2023-8-17 15:34:50-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\prefab\foodNode.prefabbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:34:50-debug: refresh asset F:\oldCode\PinkMCat\assets\resource\prefab success
2023-8-17 15:34:50-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\prefabbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:35:13-debug: refresh db internal success
2023-8-17 15:35:14-debug: asset-db:worker-effect-data-processing (204ms)
2023-8-17 15:35:14-debug: refresh db assets success
2023-8-17 15:35:14-debug: asset-db:refresh-all-database (312ms)
2023-8-17 15:35:39-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 15:35:39-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:35:39-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:35:56-debug: refresh db internal success
2023-8-17 15:35:56-debug: asset-db:worker-effect-data-processing (161ms)
2023-8-17 15:35:56-debug: refresh db assets success
2023-8-17 15:35:56-debug: asset-db:refresh-all-database (267ms)
2023-8-17 15:36:25-debug: refresh db internal success
2023-8-17 15:36:25-debug: asset-db:worker-effect-data-processing (208ms)
2023-8-17 15:36:25-debug: refresh db assets success
2023-8-17 15:36:25-debug: asset-db:refresh-all-database (313ms)
2023-8-17 15:37:22-debug: refresh db internal success
2023-8-17 15:37:22-debug: asset-db:worker-effect-data-processing (248ms)
2023-8-17 15:37:22-debug: refresh db assets success
2023-8-17 15:37:22-debug: asset-db:refresh-all-database (359ms)
2023-8-17 15:37:25-debug: refresh db internal success
2023-8-17 15:37:25-debug: asset-db:worker-effect-data-processing (174ms)
2023-8-17 15:37:25-debug: refresh db assets success
2023-8-17 15:37:25-debug: asset-db:refresh-all-database (315ms)
2023-8-17 15:37:31-debug: start move asset from F:\oldCode\PinkMCat\assets\resource\绌洪棽 (6) (1) 鎷疯礉1.png -> F:\oldCode\PinkMCat\assets\resource\dot.png...
2023-8-17 15:37:31-debug: start refresh asset from F:\oldCode\PinkMCat\assets\resource\dot.png...
2023-8-17 15:37:31-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\dot.pngbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:37:31-debug: %cReImport%c: F:\oldCode\PinkMCat\assets\resource\dot.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-8-17 15:37:31-debug: %cReImport%c: F:\oldCode\PinkMCat\assets\resource\dot.png@f9941background: #aaff85; color: #000;color: #000;
2023-8-17 15:37:31-debug: refresh asset F:\oldCode\PinkMCat\assets\resource success
2023-8-17 15:37:31-debug: start refresh asset from F:\oldCode\PinkMCat\assets\resource...
2023-8-17 15:37:31-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resourcebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:37:31-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:37:31-debug: move asset from F:\oldCode\PinkMCat\assets\resource\绌洪棽 (6) (1) 鎷疯礉1.png -> F:\oldCode\PinkMCat\assets\resource\dot.png success
2023-8-17 15:38:05-debug: refresh db internal success
2023-8-17 15:38:05-debug: asset-db:worker-effect-data-processing (215ms)
2023-8-17 15:38:05-debug: refresh db assets success
2023-8-17 15:38:05-debug: asset-db:refresh-all-database (322ms)
2023-8-17 15:38:09-debug: start refresh asset from F:\oldCode\PinkMCat\assets\resource\prefab\animal.prefab...
2023-8-17 15:38:09-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\prefab\animal.prefabbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:38:09-debug: refresh asset F:\oldCode\PinkMCat\assets\resource\prefab success
2023-8-17 15:38:09-debug: %cImport%c: F:\oldCode\PinkMCat\assets\resource\prefabbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:38:25-debug: refresh db internal success
2023-8-17 15:38:25-debug: asset-db:worker-effect-data-processing (161ms)
2023-8-17 15:38:25-debug: refresh db assets success
2023-8-17 15:38:25-debug: asset-db:refresh-all-database (270ms)
2023-8-17 15:39:29-debug: refresh db internal success
2023-8-17 15:39:29-debug: asset-db:worker-effect-data-processing (203ms)
2023-8-17 15:39:29-debug: refresh db assets success
2023-8-17 15:39:29-debug: asset-db:refresh-all-database (310ms)
2023-8-17 15:41:27-debug: refresh db internal success
2023-8-17 15:41:27-debug: asset-db:worker-effect-data-processing (247ms)
2023-8-17 15:41:27-debug: refresh db assets success
2023-8-17 15:41:27-debug: asset-db:refresh-all-database (373ms)
2023-8-17 15:42:11-debug: refresh db internal success
2023-8-17 15:42:12-debug: asset-db:worker-effect-data-processing (214ms)
2023-8-17 15:42:12-debug: refresh db assets success
2023-8-17 15:42:12-debug: asset-db:refresh-all-database (314ms)
2023-8-17 15:42:36-debug: refresh db internal success
2023-8-17 15:42:36-debug: asset-db:worker-effect-data-processing (212ms)
2023-8-17 15:42:36-debug: refresh db assets success
2023-8-17 15:42:36-debug: asset-db:refresh-all-database (313ms)
2023-8-17 15:43:19-debug: refresh db internal success
2023-8-17 15:43:20-debug: asset-db:worker-effect-data-processing (217ms)
2023-8-17 15:43:20-debug: refresh db assets success
2023-8-17 15:43:20-debug: asset-db:refresh-all-database (317ms)
2023-8-17 15:43:32-debug: refresh db internal success
2023-8-17 15:43:32-debug: asset-db:worker-effect-data-processing (176ms)
2023-8-17 15:43:32-debug: refresh db assets success
2023-8-17 15:43:32-debug: asset-db:refresh-all-database (281ms)
2023-8-17 15:44:18-debug: refresh db internal success
2023-8-17 15:44:18-debug: asset-db:worker-effect-data-processing (217ms)
2023-8-17 15:44:18-debug: refresh db assets success
2023-8-17 15:44:18-debug: asset-db:refresh-all-database (323ms)
2023-8-17 15:46:09-debug: refresh db internal success
2023-8-17 15:46:09-debug: asset-db:worker-effect-data-processing (208ms)
2023-8-17 15:46:09-debug: refresh db assets success
2023-8-17 15:46:09-debug: asset-db:refresh-all-database (341ms)
2023-8-17 15:47:50-debug: start refresh asset from F:\oldCode\PinkMCat\assets\play.scene...
2023-8-17 15:47:50-debug: %cImport%c: F:\oldCode\PinkMCat\assets\play.scenebackground: #aaff85; color: #000;color: #000;
2023-8-17 15:47:50-debug: refresh asset F:\oldCode\PinkMCat\assets success
2023-8-17 15:48:03-debug: start refresh asset from F:\oldCode\PinkMCat\assets\src\View\TableView.ts...
2023-8-17 15:48:03-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\TableView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:48:03-debug: refresh asset F:\oldCode\PinkMCat\assets\src\View success
2023-8-17 15:48:03-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\Viewbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:48:48-debug: refresh db internal success
2023-8-17 15:48:49-debug: asset-db:worker-effect-data-processing (233ms)
2023-8-17 15:48:49-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\TableView.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:48:49-debug: refresh db assets success
2023-8-17 15:48:49-debug: asset-db:refresh-all-database (346ms)
2023-8-17 15:49:00-debug: start refresh asset from F:\oldCode\PinkMCat\assets\src\View\F.ts...
2023-8-17 15:49:00-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\View\F.tsbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:49:00-debug: refresh asset F:\oldCode\PinkMCat\assets\src\View success
2023-8-17 15:49:00-debug: %cImport%c: F:\oldCode\PinkMCat\assets\src\Viewbackground: #aaff85; color: #000;color: #000;
2023-8-17 15:49:08-debug: refresh db internal success
